"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
477.6,52824,11,0,43.8,3.6,72.1,13.3,178.1
484.9,50347,13.3,0,40.7,5.1,71.8,14.6,183.1
465.5,49837,12.1,0,42.2,3.4,74.4,7.9,165.8
408.5,49696,10.1,0,43.7,4.8,75.8,13.5,129.4
548.4,53905,10.9,0,45.1,3.7,75,15.2,159.8
543.5,50299,11.3,1388.603168,44.5,4.4,74.1,10.4,191.7
466.2,52750,11.2,27.15399028,42.2,5.4,76.1,14.5,181.7
423.6,41094,16.9,56.96382797,42.5,6.4,66.1,17.7,163
473.8,59946,15.9,1310.21622,29.8,3.5,81.2,27.4,156.2
445.7,51558,11.6,0,43.2,5,77.7,12.4,154
466.9,48316,13.5,0,44.3,5.1,69.7,11.2,169.3
480,52967,9.6,0,46.1,2.1,80,14.7,138.4
509.2,44719,17.7,0,42.9,8.7,68.1,11.3,181.3
474.8,62700,9.3,386.5112134,37.1,4.8,78.1,21.6,169.4
475.6,50924,11.1,0,40.8,4.8,75,9.7,148
425.1,42582,16,0,45.4,5.8,71.2,12,184.7
478.3,61750,7.9,0,38.4,2.4,78.7,15.4,151.7
434.2,62230,8.8,0,40.5,5.7,80.4,16.4,172.2
482.1,48584,12.9,44.79483963,39.8,8,74.7,16.6,190.3
471,57046,11.1,0,39.2,4,81.2,17.5,176.6
467,50244,13,908.0645953,38.9,6.3,70.8,13.9,180.9
486,59399,9.7,0,41.9,3.8,76.7,16,194.9
426.7,52616,11.5,0,43.7,3.2,73.4,11.3,129.6
483.2,43178,14.3,0,47,5.5,70.3,10.1,165
490.5,44705,11.7,0,43.2,6.2,71.8,13,207.4
482.3,42046,19.3,0,45.1,9.6,67.9,10.9,148.3
480.5,54441,11.4,0,38.2,4.6,74.9,13.5,170.9
459.7,55968,10.3,0,44,2.8,73.8,13.7,176.1
432.9,51423,9.1,0,44.5,3.3,74.2,13.6,162
506.9,46927,14.6,0,43.5,5.1,69,13.8,179.7
442.3,50600,11.5,0,42.9,2.9,76.3,15.1,152.6
467.9,62745,7.6,0,41.8,3.4,78.8,16,156
443.6,49625,12.9,0,47.3,4.9,73.7,14.2,142.7
481.1,61028,13.1,1231.529727,35,5.8,74.6,25.1,188.7
492.9,51947,12.3,213.5132538,39.2,5,70.5,14.7,183.8
390.3,52791,12.1,0,40.9,4.8,77.1,15.3,154.2
433.2,42854,16.6,0,46.3,4.8,70.4,14.4,172.1
456.2,49513,10.8,0,46.1,4,77.6,14.9,174.1
501.4,54959,12.2,360.2012479,37.6,5.4,75.2,20.4,185.1
446.8,55637,9.6,0,46.6,2.9,75.2,16.1,138.5
427.3,60205,7.5,28.62294988,33.3,1.8,80.2,17.9,140.7
451.8,52128,19.5,1614.23022,25.9,5.5,86.7,27.3,152.5
493.6,54957,12.9,0,43,5.6,75.2,11.2,171.6
475.5,46501,13.1,0,43.7,4.4,68.3,10.3,181.3
431.6,44905,12.8,882.1878258,40.6,5.4,71.4,11.5,173.4
463.5,42555,14.4,0,43.9,6.6,65.1,9.5,181.9
516.3,42414,16.7,398.0325818,39.8,8,67.9,11.1,182.7
495.8,67342,6.3,226.2164274,38.4,4.8,81.4,20.4,170.6
479.6,56243,10.2,1842.945116,41.5,4.2,71.7,14,160.4
398.5,42006,16.7,0,44.5,4.3,65.1,9.9,150.9
486.3,43490,16.3,539.5052737,39.7,8.4,68.9,13.5,169.2
446.6,50703,10.4,0,43.2,6.2,82,15.8,163.3
431.4,55984,9.4,48.28818388,40.6,3,83.5,16.4,138.4
469.7,45641,15.2,2062.617968,35.4,5.2,67.5,14.4,176.4
470,50286,11,0,44.8,4.7,74,11.7,136.5
453.2,50108,12,0,44.6,5.7,71.9,12.1,159.3
453.5494221,39196,18.2,0,41.2,7,66,12.2,196.4
453.5494221,45368,14.3,0,41.7,5.9,67.7,10.5,174.8
453.5494221,44199,17.4,0,35.9,7.3,69.3,12.7,180.2
453.5494221,51676,12.4,1451.37881,44.9,3.1,73.8,11.7,197.8
453.5494221,46942,17.8,701.0294063,39.3,6.8,66.2,12.4,178.3
453.5494221,38430,18.4,4282.218597,37.3,3.3,65.8,13.9,166.6
453.5494221,45781,17.3,306.8739771,42.5,4.5,66.7,12.1,184.2
453.5494221,60123,11.3,973.9140858,37.8,5.6,76.6,18.6,175
453.5494221,47025,13.2,0,46.2,2.9,72.9,16.5,177.8
453.5494221,39120,16.4,0,49.1,5.1,62.5,13.2,194.2
453.5494221,41797,11.5,0,49.6,1.9,79.7,16.9,150
453.5494221,47650,13,0,44.4,1.4,75.3,23.5,153.7
453.5494221,53131,10.9,0,42.2,1.9,80.2,16,169.2
453.5494221,42697,14,0,42.3,6.8,71.6,10.6,178.6
453.5494221,55705,10.9,0,44.1,5.1,73,15.6,176.6
453.5494221,45353,11.4,0,45.7,5.4,74.6,17.2,209.6
453.5494221,45180,15,1900.078239,38.2,7,69,12.7,184.4
453.5494221,41434,13.9,0,52.3,3.8,67.8,18.5,214.7
453.5494221,47493,11.1,0,41.7,6.7,74,13.6,181.2
453.5494221,47599,15,0,38.8,5.8,69.8,11.3,160.3
453.5494221,49246,19.4,660.720185,28.8,6,79.3,26.3,153.7
453.5494221,49256,10.5,673.8544474,45.2,2,68.1,15,208.3
453.5494221,36471,17.4,0,50.4,5.3,66,11.8,215.9
453.5494221,49508,13,723.4145165,32.2,4.5,80,21.9,146.4
453.5494221,46961,12.4,0,44.2,4.3,78.3,15.2,149.6
453.5494221,48609,18.8,377.1754944,30.4,4.6,64.5,12.4,150.1
453.5494221,51144,15,1968.959926,30.9,6.4,62,12.8,153.9
453.5494221,50745,13.3,0,39,6.9,75.9,14.4,175
453.5494221,41193,13.9,0,26.2,9.2,76.1,13.7,213.6
